Latitude and Longitude,Class of Land,vh,vv,RVI
"(10.012126069934741, 105.67270472966868)",Non Rice,0.0380145423,0.3798092306,0.10977284514306099
"(10.01167184110508, 105.67270472966868)",Non Rice,0.0831670836,0.2052594274,0.619347566153155
"(10.011217612275422, 105.67270472966868)",Non Rice,0.060178365600000006,0.5861729383000001,0.11363644272537624
"(10.010763383445761, 105.67270472966868)",Non Rice,0.041342929,0.0800300092,0.7952049146878728
"(10.0103091546161, 105.67270472966868)",Non Rice,0.0503260419,0.18484400210000002,0.39598264568238345
"(10.009854925786442, 105.67270472966868)",Non Rice,0.0513913743,0.36771228910000003,0.1717564888028263
"(10.009400696956781, 105.67270472966868)",Non Rice,0.0378383733,0.4354973137,0.09040757154914968
"(10.008946468127121, 105.67270472966868)",Non Rice,0.053879901800000005,0.4189815521,0.1538506426892208
"(10.00849223929746, 105.67270472966868)",Non Rice,0.1269177645,0.1925909221,1.001427716660532
"(10.008038010467802, 105.67270472966868)",Non Rice,0.06306356190000001,0.24877253170000002,0.3637794517505188
"(10.007583781638141, 105.67270472966868)",Non Rice,0.0668063164,0.5992332101,0.12706802369640785
"(10.013034527594062, 105.6731589584983)",Non Rice,0.0637793764,0.419872731,0.191549387493745
"(10.012580298764401, 105.6731589584983)",Non Rice,0.06628116220000001,0.2910702229,0.31952287778830896
"(10.012126069934741, 105.6731589584983)",Non Rice,0.0556355976,0.47106683250000003,0.137322323824118
"(10.01167184110508, 105.6731589584983)",Non Rice,0.1219274327,0.2089660615,0.8947048524852048
"(10.011217612275422, 105.6731589584983)",Non Rice,0.07046030460000001,0.3504094183,0.2740029507490331
"(10.010763383445761, 105.6731589584983)",Non Rice,0.0756461769,0.162845239,0.714547887161962
"(10.0103091546161, 105.6731589584983)",Non Rice,0.05263077100000001,0.39982753990000003,0.15869079458537527
"(10.009854925786442, 105.6731589584983)",Non Rice,0.0307778288,0.1405471265,0.3045692262058754
"(10.009400696956781, 105.6731589584983)",Non Rice,0.0232344028,0.1549863517,0.18828678750572245
"(10.008946468127121, 105.6731589584983)",Non Rice,0.0401779525,0.1834382564,0.30463989168727085
"(10.00849223929746, 105.6731589584983)",Non Rice,0.0574185215,0.17715378110000002,0.4844209343502644
"(10.008038010467802, 105.6731589584983)",Non Rice,0.0730139762,0.0933204591,1.1633107437517045
"(10.007583781638141, 105.6731589584983)",Non Rice,0.0453472659,0.2632034123,0.22537040988280052
"(10.013942985253381, 105.67361318732796)",Non Rice,0.0906467512,0.2096529007,0.6633704370960727
"(10.01348875642372, 105.67361318732796)",Non Rice,0.06611354650000001,0.3451766074,0.25779423659796796
"(10.013034527594062, 105.67361318732796)",Non Rice,0.1040135249,0.4223596752,0.35136140802411076
"(10.012580298764401, 105.67361318732796)",Non Rice,0.12734484670000001,0.0884729996,1.8130134347128206
"(10.012126069934741, 105.67361318732796)",Non Rice,0.0415162034,0.3620395064,0.13198701081326272
